GERENCIA;NOMBRE GERENCIA;CS;CENTRO;CONSULTORIO
1701;Gerencia de Ávila;170102;C.S. AREVALO;C.L. ORBITA
1701;Gerencia de Ávila;170102;C.S. AREVALO;C.L. SANCHIDRIAN
1701;Gerencia de Ávila;170102;C.S. AREVALO;C.L. SINLABAJOS
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. ALDEA DEL REY NIÑO
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. GEMUÑO
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. COLILLA, LA
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. SAN PASCUAL
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. CASAS DEL ABAD
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. OJOS-ALBOS
1706;Gerencia de Salamanca;170601;C.S. ALBA DE TORMES;C.L. PEDRAZA DE ALBA
1702;Gerencia de Burgos;170210;C.S. CONDADO DE TREVIÑO;C.S. CONDADO DE TREVIÑO
1706;Gerencia de Salamanca;170603;C.S. BEJAR;C.L. HORCAJO DE MONTEMAYOR
1706;Gerencia de Salamanca;170603;C.S. BEJAR;C.L. NAVALMORAL DE BEJAR
1702;Gerencia de Burgos;170211;C.S. ESPINOSA MONTEROS;C.L. ENTRAMBOSRIOS
1702;Gerencia de Burgos;170213;C.S. GAMONAL LAS TORRES;C.S. GAMONAL LAS TORRES
1702;Gerencia de Burgos;170214;C.S. GARCIA LORCA;C.S. GARCIA LORCA
1706;Gerencia de Salamanca;170613;C.S. GUIJUELO;C.L. FRESNEDOSO
1702;Gerencia de Burgos;170215;C.S. HUERTA DE REY;C.L. HINOJAR DEL REY
1706;Gerencia de Salamanca;170617;C.S. LINARES DE RIOFRIO;C.L. FRADES DE LA SIERRA
1702;Gerencia de Burgos;170215;C.S. HUERTA DE REY;C.L. QUINTANARRAYA
1706;Gerencia de Salamanca;170618;C.S. LUMBRALES;C.L. BAÑOBAREZ
1706;Gerencia de Salamanca;170620;C.S. MIRANDA DEL CASTAÑAR;C.L. SEQUEROS
1702;Gerencia de Burgos;170222;C.S. MIRANDA OESTE;C.S. MIRANDA OESTE
1702;Gerencia de Burgos;170223;C.S. PAMPLIEGA;C.L. CIADONCHA
1706;Gerencia de Salamanca;170623;C.S. PERIURBANO SUR;C.L. GALINDO Y PERAHUY
1702;Gerencia de Burgos;170225;C.S. ROA DE DUERO;C.L. BOADA
1706;Gerencia de Salamanca;170623;C.S. PERIURBANO SUR;C.L. SAN PEDRO DEL VALLE
1702;Gerencia de Burgos;170225;C.S. ROA DE DUERO;C.L. OLMEDILLO DE ROA
1702;Gerencia de Burgos;170225;C.S. ROA DE DUERO;C.L. PINILLOS DE ESGUEVA
1706;Gerencia de Salamanca;170626;C.S. ROBLEDA;C.L. PEÑAPARDA
1706;Gerencia de Salamanca;170628;C.S. SANTA MARTA DE TORMES;C.L. CILLORUELO
1702;Gerencia de Burgos;170226;C.S. SALAS LOS INFANTES;C.S. SALAS LOS INFANTES
1706;Gerencia de Salamanca;170633;C.S. VILLORIA;C.L. VILLORUELA
1702;Gerencia de Burgos;170229;C.S. SEDANO;C.L. ORBANEJA DEL CASTILLO
1702;Gerencia de Burgos;170229;C.S. SEDANO;C.L. QUINTANILLA COLINA
1702;Gerencia de Burgos;170232;C.S. VALLE VALDEBEZANA;C.L. SANTA GADEA DE ALFOZ
1702;Gerencia de Burgos;170233;C.S. VILLADIEGO;C.L. AMAYA
1707;Gerencia de Segovia;170701;C.S. CANTALEJO;C.L. SAN PEDRO DE GAILLOS
1707;Gerencia de Segovia;170701;C.S. CANTALEJO;C.L. VEGANZONES
1707;Gerencia de Segovia;170702;C.S. CARBONERO EL MAYOR;C.S. CARBONERO EL MAYOR
1707;Gerencia de Segovia;170703;C.S. CUELLAR;C.L. GOMEZSERRACIN
1702;Gerencia de Burgos;170233;C.S. VILLADIEGO;C.L. SANDOVAL DE LA REINA
1702;Gerencia de Burgos;170233;C.S. VILLADIEGO;C.L. SASAMON
1703;Gerencia de León;170301;C.S. ARMUNIA;C.L. ARDON
1707;Gerencia de Segovia;170705;C.S. NAVAFRIA;C.L. TORRE VAL DE SAN PEDRO
1703;Gerencia de León;170302;C.S. ASTORGA I;C.L. SOPEÑA DE CARNEROS
1707;Gerencia de Segovia;170707;C.S. RIAZA;C.L. FUENTEMIZARRA
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. CARRAL
1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;C.L. NAVAS DE RIOFRIO
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. PRADORREY
1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;C.L. ALDEANUEVA LA SERREZUELA
1703;Gerencia de León;170303;C.S. ASTORGA II;C.L. VALDERREY
1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;C.L. FRESNO DE LA FUENTE
1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;C.L. NAVARES DE LAS CUEVAS
1707;Gerencia de Segovia;170713;C.S. VILLACASTIN;C.L. ITUERO Y LAMA
1707;Gerencia de Segovia;170713;C.S. VILLACASTIN;C.L. NAVAS DE SAN ANTONIO
1708;Gerencia de Soria;170801;C.S. AGREDA;C.L. MATALEBRERAS
1703;Gerencia de León;170308;C.S. LA BAÑEZA I;C.L. JIMENEZ DE JAMUZ
1708;Gerencia de Soria;170801;C.S. AGREDA;C.L. VILLARRASO
1703;Gerencia de León;170308;C.S. LA BAÑEZA I;C.S. LA BAÑEZA I
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. JUBERA
1708;Gerencia de Soria;170804;C.S. BERLANGA DE DUERO;C.L. CALTOJAR
1703;Gerencia de León;170309;C.S. BAÑEZA II;C.L. SAN ROMAN EL ANTIGUO
1703;Gerencia de León;170309;C.S. BAÑEZA II;C.L. SANTA MARIA DE LA ISLA
1708;Gerencia de Soria;170806;C.S. SAN ESTEBAN GORMAZ;C.L. ALDEA DE SAN ESTEBAN
1708;Gerencia de Soria;170806;C.S. SAN ESTEBAN GORMAZ;C.L. FUENTEARMEGIL
1708;Gerencia de Soria;170806;C.S. SAN ESTEBAN GORMAZ;C.L. SOTO DE SAN ESTEBAN
1708;Gerencia de Soria;170807;C.S. GOMARA;C.L. ALMENAR
1703;Gerencia de León;170320;C.S. RIAÑO;C.L. ESPEJOS DE LA REINA
1708;Gerencia de Soria;170807;C.S. GOMARA;C.L. SERON DE NAJIMA
1708;Gerencia de Soria;170808;C.S. OLVEGA;C.L. PINILLA DEL CAMPO
1708;Gerencia de Soria;170810;C.S. SAN LEONARDO YAGÜE;C.L. RABANERA DEL PINAR
1703;Gerencia de León;170323;C.S. SAHAGUN CAMPOS;C.L. SAN MIGUEL DE MONTAÑAN
1703;Gerencia de León;170323;C.S. SAHAGUN CAMPOS;C.L. VILLAZANZO DE VALDERADUEY
1703;Gerencia de León;170324;C.S. SAN ANDRES RABANEDO;C.L. SAN ANDRES RABANEDO
1703;Gerencia de León;170325;C.S. STA. MARIA PARAMO;C.L. LAGUNA NEGRILLOS
1703;Gerencia de León;170325;C.S. STA. MARIA PARAMO;C.L. SAN PEDRO BERCIANOS
1703;Gerencia de León;170325;C.S. STA. MARIA PARAMO;C.L. SOGUILLO DEL PARAMO
1703;Gerencia de León;170325;C.S. STA. MARIA PARAMO;C.L. ZOTES DEL PARAMO
1703;Gerencia de León;170326;C.S. VALDERAS;C.L. URONES DE CASTROPONCE
1703;Gerencia de León;170327;C.S. VALENCIA DE D. JUAN;C.L. FUENTES DE LOS OTEROS
1703;Gerencia de León;170327;C.S. VALENCIA DE D. JUAN;C.L. GIGOSOS DE LOS OTEROS
1703;Gerencia de León;170327;C.S. VALENCIA DE D. JUAN;C.L. VILLAMAÑAN
1703;Gerencia de León;170328;C.S. TROBAJO DEL CAMINO;C.L. MONTEJOS DEL CAMINO
1704;Gerencia de Ponferrada;170401;C.S. BEMBIBRE;C.L. FOLGOSO RIBERA
1704;Gerencia de Ponferrada;170401;C.S. BEMBIBRE;C.L. LA RIBERA DE FOLGOSO
1704;Gerencia de Ponferrada;170401;C.S. BEMBIBRE;C.L. ROZUELO
1704;Gerencia de Ponferrada;170401;C.S. BEMBIBRE;C.L. SAN JUSTO DE CABANILLAS
1704;Gerencia de Ponferrada;170404;C.S. PONFERRADA I;C.L. SAN LORENZO
1704;Gerencia de Ponferrada;170407;C.S. PUENTE DOMINGO FLOREZ;C.L. LAGO DE CARUCEDO
1704;Gerencia de Ponferrada;170407;C.S. PUENTE DOMINGO FLOREZ;C.L. LOMBA
1704;Gerencia de Ponferrada;170408;C.S. TORENO;C.L. TOMBRIO DE ARRIBA
1704;Gerencia de Ponferrada;170409;C.S. VILLABLINO;C.S. VILLABLINO
1704;Gerencia de Ponferrada;170410;C.S. VILLAFRANCA BIERZO;C.L. LA BAROSA
1704;Gerencia de Ponferrada;170410;C.S. VILLAFRANCA BIERZO;C.L. MOLDES
1704;Gerencia de Ponferrada;170410;C.S. VILLAFRANCA BIERZO;C.L. VILLADECANES
1704;Gerencia de Ponferrada;170411;C.S. PONFERRADA IV;C.L. FUENTESNUEVAS
1705;Gerencia de Palencia;170503;C.S. CARRION DE LOS CONDES;C.L. CALZADA DE LOS MOLINOS
1705;Gerencia de Palencia;170503;C.S. CARRION DE LOS CONDES;C.L. VILLANUÑO DE VALDAVIA
1705;Gerencia de Palencia;170505;C.S. FROMISTA;C.L. VILLOVIECO
1705;Gerencia de Palencia;170506;C.S. GUARDO;C.L. SANTANA DE LA PEÑA
1705;Gerencia de Palencia;170507;C.S. HERRERA DE PISUERGA;C.L. COZUELOS DE OJEDA
1705;Gerencia de Palencia;170507;C.S. HERRERA DE PISUERGA;C.L. VILLANECERIEL DE BOEDO
1705;Gerencia de Palencia;170511;C.S. PALENCIA RURAL;C.L. AUTILLA DEL PINO
1705;Gerencia de Palencia;170511;C.S. PALENCIA RURAL;C.L. VILLAUMBRALES
1705;Gerencia de Palencia;170512;C.S. PAREDES DE NAVA;C.S. PAREDES DE NAVA
1705;Gerencia de Palencia;170514;C.S. SALDAÑA;C.L. PINO DEL RIO
1705;Gerencia de Palencia;170514;C.S. SALDAÑA;C.L. RENEDO DE VALDAVIA
1705;Gerencia de Palencia;170514;C.S. SALDAÑA;C.L. VALDERRABANO DE VALDAVIA
1705;Gerencia de Palencia;170514;C.S. SALDAÑA;C.L. VILLAMBROZ
1705;Gerencia de Palencia;170514;C.S. SALDAÑA;C.L. VILLASILA DE VALDAVIA
1705;Gerencia de Palencia;170517;C.S. VENTA DE BAÑOS;C.L. POBLACION DE CERRATO
1705;Gerencia de Palencia;170517;C.S. VENTA DE BAÑOS;C.L. VERTAVILLO
1705;Gerencia de Palencia;170518;C.S. VILLARRAMIEL;C.L. TORREMORMOJON
1706;Gerencia de Salamanca;170601;C.S. ALBA DE TORMES;C.L. VALDECARROS
1706;Gerencia de Salamanca;170602;C.S. ALDEADAVILA RIBERA;C.L. SALDEANA
1706;Gerencia de Salamanca;170602;C.S. ALDEADAVILA RIBERA;C.L. VILLASBUENAS
1706;Gerencia de Salamanca;170603;C.S. BEJAR;C.L. CRISTOBAL
1706;Gerencia de Salamanca;170603;C.S. BEJAR;C.L. PEÑACABALLERA
1706;Gerencia de Salamanca;170603;C.S. BEJAR;C.L. PUERTO DE BEJAR
1706;Gerencia de Salamanca;170604;C.S. CALZADA VALDUNCIEL;C.L. EL ARCO
1706;Gerencia de Salamanca;170605;C.S. CANTALAPIEDRA;C.L. PALACIOSRUBIOS
1706;Gerencia de Salamanca;170606;C.S. CIUDAD RODRIGO;C.L. ATALAYA LA
1706;Gerencia de Salamanca;170608;C.S. FUENTE DE SAN ESTEBAN;C.L. CABRILLAS
1706;Gerencia de Salamanca;170613;C.S. GUIJUELO;C.L. SALVATIERRA DE TORMES
1706;Gerencia de Salamanca;170615;C.S. LA ALBERCA;C.L. EL CABACO
1706;Gerencia de Salamanca;170615;C.S. LA ALBERCA;C.L. MONFORTE DE LA SIERRA
1706;Gerencia de Salamanca;170616;C.S. LEDESMA;C.L. DOÑINOS DE LEDESMA
1706;Gerencia de Salamanca;170616;C.S. LEDESMA;C.L. SARDON DE LOS FRAILES
1706;Gerencia de Salamanca;170617;C.S. LINARES DE RIOFRIO;C.L. CASAS DE MONLEON
1706;Gerencia de Salamanca;170618;C.S. LUMBRALES;C.L. CERRALBO
1706;Gerencia de Salamanca;170620;C.S. MIRANDA DEL CASTAÑAR;C.L. SOTOSERRANO
1706;Gerencia de Salamanca;170622;C.S. PERIURBANA NORTE;C.L. ALDEARRUBIA
1706;Gerencia de Salamanca;170623;C.S. PERIURBANO SUR;C.L. BARBADILLO
1706;Gerencia de Salamanca;170623;C.S. PERIURBANO SUR;C.L. FLORIDA DE LIEBANA
1706;Gerencia de Salamanca;170624;C.S. PEÑARANDA;C.L. PARADINAS DE SAN JUAN
1706;Gerencia de Salamanca;170626;C.S. ROBLEDA;C.L. CESPEDOSA DE AGADONES
1706;Gerencia de Salamanca;170626;C.S. ROBLEDA;C.L. SAHUGO EL
1706;Gerencia de Salamanca;170628;C.S. SANTA MARTA DE TORMES;C.S. SANTA MARTA DE TORMES
1706;Gerencia de Salamanca;170630;C.S. TAMAMES;C.L. ALBA DE YELTES
1706;Gerencia de Salamanca;170634;C.S. VITIGUDINO;C.L. FUENTES DE MASUECO
1706;Gerencia de Salamanca;170634;C.S. VITIGUDINO;C.L. YECLA DE YELTES
1707;Gerencia de Segovia;170701;C.S. CANTALEJO;C.L. SAUQUILLO DE CABEZAS
1707;Gerencia de Segovia;170702;C.S. CARBONERO EL MAYOR;C.S. CARBONERO MAYOR
1707;Gerencia de Segovia;170704;C.S. FUENTESAUCO;C.L. COZUELOS DE FTDÑA.
1707;Gerencia de Segovia;170705;C.S. NAVAFRIA;C.L. CASTROSERNA DE ARRIBA
1707;Gerencia de Segovia;170706;C.S. NAVA DE LA ASUNCION;C.L. SANTA MARIA REAL NIEVA
1707;Gerencia de Segovia;170706;C.S. NAVA DE LA ASUNCION;C.L. SANTIUSTE S.JUAN BAUTISTA
1707;Gerencia de Segovia;170707;C.S. RIAZA;C.L. BARAHONA DE FRESNO
1707;Gerencia de Segovia;170707;C.S. RIAZA;C.L. RIAGUAS DE SAN BARTOLOME
1707;Gerencia de Segovia;170707;C.S. RIAZA;C.L. VALVIEJA
1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;C.L. CARBONERO DE AHUSIN
1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;C.L. HONTORIA
1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;C.L. LA LASTRILLA-EL SOTILLO
1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;C.L. MARUGAN
1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;C.L. REVENGA
1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;C.L. TABANERA DEL MONTE
1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;C.L. ALDEONTE
1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;C.L. VILLAFRANCA DEL CONDADO
1707;Gerencia de Segovia;170715;C.S. SAN ILDEFONSO;C.L. VALSAIN
1708;Gerencia de Soria;170801;C.S. AGREDA;C.L. MAGAÑA
1708;Gerencia de Soria;170802;C.S. ALMAZAN;C.L. CABANILLAS
1708;Gerencia de Soria;170802;C.S. ALMAZAN;C.L. CENTENERA DE ANDALUZ
1708;Gerencia de Soria;170802;C.S. ALMAZAN;C.L. NOLAY
1708;Gerencia de Soria;170802;C.S. ALMAZAN;C.L. REBOLLO DE DUERO
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. ESTERAS DE MEDINACELI
1708;Gerencia de Soria;170804;C.S. BERLANGA DE DUERO;C.L. AGUILERA
1708;Gerencia de Soria;170804;C.S. BERLANGA DE DUERO;C.L. CASTRO
1708;Gerencia de Soria;170804;C.S. BERLANGA DE DUERO;C.L. LA RIBA DE ESCALOTE
1708;Gerencia de Soria;170804;C.S. BERLANGA DE DUERO;C.L. VALDERRUEDA
1708;Gerencia de Soria;170804;C.S. BERLANGA DE DUERO;C.L. VALVENEDIZO
1708;Gerencia de Soria;170805;C.S. EL BURGO DE OSMA;C.L. LA RASA
1708;Gerencia de Soria;170805;C.S. EL BURGO DE OSMA;C.L. LODARES
1708;Gerencia de Soria;170806;C.S. SAN ESTEBAN GORMAZ;C.L. BOCIGAS DE PERALES
1708;Gerencia de Soria;170806;C.S. SAN ESTEBAN GORMAZ;C.L. ZAYAS DE BASCONES
1708;Gerencia de Soria;170810;C.S. SAN LEONARDO YAGÜE;C.L. LA HINOJOSA
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. AL CALATAÑAZOR
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. ALMAJANO
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. AUSEJO DE LA SIERRA
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. CARAZUELO
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. EL ROYO
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. GALLINERO
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. LAS CAMARETAS
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. OMEÑACA
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. REBOLLAR
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. SEGOVIELA
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. TARDELCUENDE
1708;Gerencia de Soria;170813;C.S. SORIA NORTE;C.L. LAS CASAS
1709;Gerencia de Valladolid Oeste;170913;C.S. MEDINA DE RIOSECO;C.L. PALACIOS DE CAMPOS
1709;Gerencia de Valladolid Oeste;170914;C.S. MOTA DEL MARQUES;C.L. CASTROMEMBIBRE
1709;Gerencia de Valladolid Oeste;170914;C.S. MOTA DEL MARQUES;C.L. VEGA DE VALDETRON.
1709;Gerencia de Valladolid Oeste;170920;C.S. TORDESILLAS;C.L. BERCERO
1709;Gerencia de Valladolid Oeste;170920;C.S. TORDESILLAS;C.L. BERCERUELO
1709;Gerencia de Valladolid Oeste;170924;C.S. VILLAFRECHOS;C.L. TORDEHUMOS
1709;Gerencia de Valladolid Oeste;170925;C.S. VILLALON DE CAMPOS;C.L. CEINOS DE CAMPOS
1709;Gerencia de Valladolid Oeste;170925;C.S. VILLALON DE CAMPOS;C.L. GORDALIZA DE LA LOMA
1709;Gerencia de Valladolid Oeste;170925;C.S. VILLALON DE CAMPOS;C.L. VILLANUEVA CONDESA
1709;Gerencia de Valladolid Oeste;170926;C.S. VALLADOLID RURAL II;C.L. CIGUÑUELA
1710;Gerencia de Valladolid Este;171002;C.S. ESGUEVILLAS;C.L. CASTROVERDE DE CERRATO
1710;Gerencia de Valladolid Este;171008;C.S. TORTOLA;C.S. TORTOLA
1710;Gerencia de Valladolid Este;171015;C.S. PEÑAFIEL;C.L. QUINTANILLA ARRIBA
1710;Gerencia de Valladolid Este;171016;C.S. PORTILLO;C.L. ALDEAMAYOR SAN M.
1710;Gerencia de Valladolid Este;171018;C.S. TUDELA;C.L. VILLABAÑEZ
1710;Gerencia de Valladolid Este;171021;C.S. MEDINA CAMPO RURAL;C.L. FONCASTIN
1710;Gerencia de Valladolid Este;171021;C.S. MEDINA CAMPO RURAL;C.L. FUENTE EL SOL
1710;Gerencia de Valladolid Este;171021;C.S. MEDINA CAMPO RURAL;C.L. HONCALADA
1710;Gerencia de Valladolid Este;171021;C.S. MEDINA CAMPO RURAL;C.L. RUBI DE BRACAMONTE
1710;Gerencia de Valladolid Este;171021;C.S. MEDINA CAMPO RURAL;C.L. RUEDA
1710;Gerencia de Valladolid Este;171024;C.S. GAMAZO;C.S. GAMAZO
1710;Gerencia de Valladolid Este;171025;C.S. VALLADOLID RURAL I;C.L. CASTRONUEVO ESGUE.
1710;Gerencia de Valladolid Este;171026;C.S. CIGALES;C.L. TRIGUEROS VALLE
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. BOYA
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. BARRIOMARTIN
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. MURIEL DE LA FUENTE
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. NARROS
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. RIBAROYA
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. VILLAR DEL CAMPO
1708;Gerencia de Soria;170812;C.S. S.PEDRO MANRIQUE;C.L. ALDEHUELAS
1708;Gerencia de Soria;170812;C.S. S.PEDRO MANRIQUE;C.L. SAN ANDRES DE SAN PEDRO
1709;Gerencia de Valladolid Oeste;170910;C.S. MAYORGA DE CAMPOS;C.L. ALBIRES
1709;Gerencia de Valladolid Oeste;170910;C.S. MAYORGA DE CAMPOS;C.L. VALDEMORILLA
1709;Gerencia de Valladolid Oeste;170910;C.S. MAYORGA DE CAMPOS;C.L. VILLAVICENCIO CAB.
1709;Gerencia de Valladolid Oeste;170915;C.S. PARQUESOL;C.S. PARQUESOL
1709;Gerencia de Valladolid Oeste;170916;C.S. PISUERGA;C.L. ENTREPINOS
1709;Gerencia de Valladolid Oeste;170916;C.S. PISUERGA;C.L. GERIA
1709;Gerencia de Valladolid Oeste;170920;C.S. TORDESILLAS;C.L. MATILLA CAÑOS
1709;Gerencia de Valladolid Oeste;170920;C.S. TORDESILLAS;C.L. SALVADOR DE H.
1709;Gerencia de Valladolid Oeste;170920;C.S. TORDESILLAS;C.L. VELILLA
1709;Gerencia de Valladolid Oeste;170920;C.S. TORDESILLAS;C.L. VILLAVIEJA DEL CERRO
1709;Gerencia de Valladolid Oeste;170924;C.S. VILLAFRECHOS;C.L. BARCIAL DE LA LOMA
1709;Gerencia de Valladolid Oeste;170924;C.S. VILLAFRECHOS;C.L. BOLAÑOS DE CAMPOS
1709;Gerencia de Valladolid Oeste;170925;C.S. VILLALON DE CAMPOS;C.L. SAN TERVAS
1709;Gerencia de Valladolid Oeste;170925;C.S. VILLALON DE CAMPOS;C.L. VILLAFRADES
1709;Gerencia de Valladolid Oeste;170925;C.S. VILLALON DE CAMPOS;C.L. ZORITA DE LA LOMA
1709;Gerencia de Valladolid Oeste;170925;C.S. VILLALON DE CAMPOS;C.S. VILLALON DE CAMPOS
1709;Gerencia de Valladolid Oeste;170928;C.S. DELICIAS II;C.S. DELICIAS II
1710;Gerencia de Valladolid Este;171002;C.S. ESGUEVILLAS;C.S. ESGUEVILLAS
1710;Gerencia de Valladolid Este;171007;C.S. MAGDALENA;C.S. MAGDALENA
1710;Gerencia de Valladolid Este;171015;C.S. PEÑAFIEL;C.L. RABANO
1710;Gerencia de Valladolid Este;171018;C.S. TUDELA;C.L. LA PARRILLA
1710;Gerencia de Valladolid Este;171018;C.S. TUDELA;C.L. SARDON DE DUERO
1710;Gerencia de Valladolid Este;171018;C.S. TUDELA;C.S. TUDELA
1710;Gerencia de Valladolid Este;171019;C.S. ALAEJOS;C.L. TORRECILLA ORDEN
1710;Gerencia de Valladolid Este;171020;C.S. OLMEDO;C.L. LA ZARZA
1710;Gerencia de Valladolid Este;171020;C.S. OLMEDO;C.L. PURAS
1710;Gerencia de Valladolid Este;171021;C.S. MEDINA CAMPO RURAL;C.L. RAMIRO
1710;Gerencia de Valladolid Este;171021;C.S. MEDINA CAMPO RURAL;C.L. VILLAVERDE MEDINA
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. GALLEGOS DEL CAMPO
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. LAS TORRES DE ALISTE
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. MAHIDE
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. PINO DE ORO
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. RIOMANZANAS
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. SAN MARTIN DEL PEDROSO
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. SAN VICENTE DE LA CABEZA
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. VIVINEDA
1711;Gerencia de Zamora;171104;C.S. BENAVENTE NORTE;C.L. MORALES DEL REY
1711;Gerencia de Zamora;171104;C.S. BENAVENTE NORTE;C.L. STA. MARIA DE LA VEGA
1711;Gerencia de Zamora;171104;C.S. BENAVENTE NORTE;C.L. VECILLA DE TRANSMONTE
1711;Gerencia de Zamora;171104;C.S. BENAVENTE NORTE;C.L. VILLAFERRUEÑA
1711;Gerencia de Zamora;171105;C.S. BENAVENTE SUR;C.L. ARCOS DE LA POLVOROSA
1711;Gerencia de Zamora;171105;C.S. BENAVENTE SUR;C.L. STA. COLOMBA DE LAS MONJA
1711;Gerencia de Zamora;171105;C.S. BENAVENTE SUR;C.L. VILLAVEZA DEL AGUA
1711;Gerencia de Zamora;171106;C.S. CAMARZANA DE TERA;C.L. ABRAVESES DE TERA
1711;Gerencia de Zamora;171106;C.S. CAMARZANA DE TERA;C.L. CABAÑAS DE TERA
1711;Gerencia de Zamora;171106;C.S. CAMARZANA DE TERA;C.L. CALZADA DE TERA
1711;Gerencia de Zamora;171106;C.S. CAMARZANA DE TERA;C.L. JUNQUERA DE TERA
1711;Gerencia de Zamora;171106;C.S. CAMARZANA DE TERA;C.L. SAN JUANICO EL NUEVO
1711;Gerencia de Zamora;171106;C.S. CAMARZANA DE TERA;C.L. SAN PEDRO DE CEQUE
1711;Gerencia de Zamora;171106;C.S. CAMARZANA DE TERA;C.S. CAMARZANA DE TERA
1711;Gerencia de Zamora;171107;C.S. VILLARRIN;C.L. PIEDRAHITA DE CASTRO
1711;Gerencia de Zamora;171109;C.S. MOMBUEY;C.L. CARBAJALES DE LA ENCOMIENDA
1711;Gerencia de Zamora;171109;C.S. MOMBUEY;C.L. ENTREPEÑAS
1711;Gerencia de Zamora;171109;C.S. MOMBUEY;C.L. ESPADAÑEDO
1711;Gerencia de Zamora;171109;C.S. MOMBUEY;C.L. GRAMEDO
1711;Gerencia de Zamora;171110;C.S. CORRALES DEL VINO;C.L. FUENTESPREADAS
1711;Gerencia de Zamora;171114;C.S. PUEBLA DE SANABRIA;C.L. BARRIO DE LOMBA
1711;Gerencia de Zamora;171114;C.S. PUEBLA DE SANABRIA;C.L. SAN MIGUEL DE LOMBA
1711;Gerencia de Zamora;171114;C.S. PUEBLA DE SANABRIA;C.L. SAN ROMAN DE SANABRIA
1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;C.L. CARBELLINO
1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;C.L. CIBANAL
1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;C.L. COZCURRITA
1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;C.L. MORALEJA DE SAYAGO
1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;C.L. PALAZUELO DE SAYAGO
1711;Gerencia de Zamora;171116;C.S. TABARA;C.L. ABEJERA
1711;Gerencia de Zamora;171116;C.S. TABARA;C.L. CABAÑAS DE ALISTE
1711;Gerencia de Zamora;171116;C.S. TABARA;C.L. MORERUELA DE TABARA
1711;Gerencia de Zamora;171116;C.S. TABARA;C.L. PUEBLICA DE VALVERDE
1711;Gerencia de Zamora;171118;C.S. SANTIBAÑEZ VIDRIAL;C.L. CARRACEDO
1711;Gerencia de Zamora;171118;C.S. SANTIBAÑEZ VIDRIAL;C.L. CUNQUILLA DE VIDRIALES
