GERENCIA;NOMBRE GERENCIA;CS;CENTRO;CONSULTORIO
1706;Gerencia de Salamanca;170606;C.S. CIUDAD RODRIGO;C.L. CASTILLEJO MARTIN VIEJO
1706;Gerencia de Salamanca;170608;C.S. FUENTE DE SAN ESTEBAN;C.L. CARRASCALEJO DE HUEBRA
1706;Gerencia de Salamanca;170608;C.S. FUENTE DE SAN ESTEBAN;C.L. SANTA OLALLA DE YELTES
1706;Gerencia de Salamanca;170609;C.S. FUENTEGUINALDO;C.L. ALAMEDILLA LA
1706;Gerencia de Salamanca;170610;C.S. FUENTES DE OÑORO;C.L. CASTILLEJO DE DOS CASAS
1706;Gerencia de Salamanca;170613;C.S. GUIJUELO;C.L. CASAFRANCA
1706;Gerencia de Salamanca;170613;C.S. GUIJUELO;C.L. FUENTERROBLE DE SALVATIERRA
1706;Gerencia de Salamanca;170613;C.S. GUIJUELO;C.L. FUENTES DE BEJAR
1706;Gerencia de Salamanca;170613;C.S. GUIJUELO;C.L. NAVA DE BEJAR
1706;Gerencia de Salamanca;170613;C.S. GUIJUELO;C.L. PIZARRAL
1706;Gerencia de Salamanca;170613;C.S. GUIJUELO;C.L. TALA LA
1706;Gerencia de Salamanca;170616;C.S. LEDESMA;C.L. SANDO DE SANTA MARIA
1706;Gerencia de Salamanca;170616;C.S. LEDESMA;C.L. VILLARMAYOR
1706;Gerencia de Salamanca;170616;C.S. LEDESMA;C.L. VILLASECO DE LOS GAMITOS
1706;Gerencia de Salamanca;170618;C.S. LUMBRALES;C.L. REDONDA LA
1706;Gerencia de Salamanca;170619;C.S. MATILLA CAÑOS;C.L. CALZADA DE DON DIEGO
1706;Gerencia de Salamanca;170619;C.S. MATILLA CAÑOS;C.L. CANILLAS DE ABAJO
1706;Gerencia de Salamanca;170621;C.S. PEDROSILLO EL RALO;C.L. ARCEDIANO
1706;Gerencia de Salamanca;170621;C.S. PEDROSILLO EL RALO;C.L. PALENCIA DE NEGRILLA
1706;Gerencia de Salamanca;170621;C.S. PEDROSILLO EL RALO;C.L. VILLANUEVA DE LOS PAVONES
1706;Gerencia de Salamanca;170621;C.S. PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO
1706;Gerencia de Salamanca;170623;C.S. PERIURBANO SUR;C.L. ALDEATEJADA
1706;Gerencia de Salamanca;170623;C.S. PERIURBANO SUR;C.L. CARBAJOSA DE LA SAGRADA
1706;Gerencia de Salamanca;170623;C.S. PERIURBANO SUR;C.L. VEGA DE TIRADOS
1706;Gerencia de Salamanca;170624;C.S. PEÑARANDA;C.L. ALCONADA
1706;Gerencia de Salamanca;170624;C.S. PEÑARANDA;C.L. CAMPO DE PEÑARANDA
1706;Gerencia de Salamanca;170624;C.S. PEÑARANDA;C.L. VENTOSA DEL RIO AL MAR
1706;Gerencia de Salamanca;170624;C.S. PEÑARANDA;C.S. PEÑARANDA
1706;Gerencia de Salamanca;170626;C.S. ROBLEDA;C.L. VEGAS DE DOMINGO REY
1706;Gerencia de Salamanca;170629;C.S. F.VILLALOBOS;C.S. F.VILLALOBOS
1706;Gerencia de Salamanca;170630;C.S. TAMAMES;C.L. CILLEROS DE LA BASTIDA
1706;Gerencia de Salamanca;170630;C.S. TAMAMES;C.L. PUEBLA DE YELTES
1706;Gerencia de Salamanca;170633;C.S. VILLORIA;C.L. MORIÑIGO
1706;Gerencia de Salamanca;170634;C.S. VITIGUDINO;C.L. BRINCONES
1706;Gerencia de Salamanca;170634;C.S. VITIGUDINO;C.L. IRUELOS
1706;Gerencia de Salamanca;170634;C.S. VITIGUDINO;C.L. VILLAR DE PERALONSO
1706;Gerencia de Salamanca;170635;C.S. UNIVERSIDAD CENTRO;C.S. UNIVERSIDAD CENTRO
1707;Gerencia de Segovia;170701;C.S. CANTALEJO;C.L. AREVALILLO DE CEGA
1707;Gerencia de Segovia;170701;C.S. CANTALEJO;C.L. CARRASCAL DE LA CUESTA
1707;Gerencia de Segovia;170701;C.S. CANTALEJO;C.L. CUBILLO
1707;Gerencia de Segovia;170701;C.S. CANTALEJO;C.L. OTONES DE BENJUMEA
1707;Gerencia de Segovia;170701;C.S. CANTALEJO;C.L. REBOLLAR
1707;Gerencia de Segovia;170701;C.S. CANTALEJO;C.L. TUREGANO
1707;Gerencia de Segovia;170702;C.S. CARBONERO EL MAYOR;C.L. PINARNEGRILLO
1707;Gerencia de Segovia;170702;C.S. CARBONERO EL MAYOR;C.L. TABANERA LA LUENGA
1707;Gerencia de Segovia;170702;C.S. CARBONERO EL MAYOR;C.L. VILLOVELA DE PIRON
1707;Gerencia de Segovia;170703;C.S. CUELLAR;C.L. DEHESA DE CUELLAR
1707;Gerencia de Segovia;170703;C.S. CUELLAR;C.L. ESCARABAJOSA DE CUELLAR
1707;Gerencia de Segovia;170703;C.S. CUELLAR;C.L. FRUMALES
1707;Gerencia de Segovia;170703;C.S. CUELLAR;C.L. SAMBOAL
1707;Gerencia de Segovia;170703;C.S. CUELLAR;C.L. TORREGUTIERREZ
1707;Gerencia de Segovia;170703;C.S. CUELLAR;C.L. VALLELADO
1707;Gerencia de Segovia;170705;C.S. NAVAFRIA;C.L. COLLADO HERMOSO
1707;Gerencia de Segovia;170705;C.S. NAVAFRIA;C.L. GALLEGOS
1707;Gerencia de Segovia;170705;C.S. NAVAFRIA;C.L. LA RADES
1707;Gerencia de Segovia;170705;C.S. NAVAFRIA;C.S. NAVAFRIA
1707;Gerencia de Segovia;170706;C.S. NAVA DE LA ASUNCION;C.L. BERNUY DE COCA
1707;Gerencia de Segovia;170706;C.S. NAVA DE LA ASUNCION;C.L. LAGUNA RODRIGO
1707;Gerencia de Segovia;170707;C.S. RIAZA;C.L. CAMPO DE SAN PEDRO
1707;Gerencia de Segovia;170707;C.S. RIAZA;C.L. CEREZO DE ABAJO
1707;Gerencia de Segovia;170707;C.S. RIAZA;C.L. CILLERUELO DE SAN MAMES
1707;Gerencia de Segovia;170707;C.S. RIAZA;C.L. ESTEBANVELA
1707;Gerencia de Segovia;170707;C.S. RIAZA;C.L. MADERUELO
1707;Gerencia de Segovia;170710;C.S. SEGOVIA III;C.L. RECINTO AMURALLADO
1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;C.L. ADRADA DE PIRON
1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;C.L. BERCIAL
1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;C.L. ORTIGOSA DEL MONTE
1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;C.L. OTERO DE HERREROS
1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;C.L. SANGARCIA
1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;C.L. CASTROSERNA DE ABAJO
1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;C.L. EL OLMILLO
1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;C.L. LOS CORTOS
1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;C.L. NAVARES DE AYUSO
1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;C.L. TORRECILLA DEL CONDADO
1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;C.L. VALDESAZ
1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;C.L. VALLERUELA DE PEDRAZA
1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;C.S. SEPULVEDA
1707;Gerencia de Segovia;170713;C.S. VILLACASTIN;C.S. VILLACASTIN
1707;Gerencia de Segovia;170716;C.S. SACRAMENIA;C.L. CUEVAS DE PROVANCO
1708;Gerencia de Soria;170801;C.S. AGREDA;C.L. VALDELAGUA DEL CERRO
1708;Gerencia de Soria;170801;C.S. AGREDA;C.L. VALVERDE DE AGREDA
1708;Gerencia de Soria;170802;C.S. ALMAZAN;C.L. MATUTE DE ALMAZAN
1708;Gerencia de Soria;170802;C.S. ALMAZAN;C.S. ALMAZAN
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. AMBRONA
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. BLOCONA
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. CHAORNA
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. CHERCOLES
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. CONQUEZUELA
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. LAYNA
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. POZUEL DE ARIZA
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. SALINAS
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. SOMAEN
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. STA. MARIA. HUERTA
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. VALTUEÑA
1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;C.L. YELO
1708;Gerencia de Soria;170804;C.S. BERLANGA DE DUERO;C.L. CL LOSANA
1708;Gerencia de Soria;170804;C.S. BERLANGA DE DUERO;C.L. MADRUEDANO
1708;Gerencia de Soria;170804;C.S. BERLANGA DE DUERO;C.S. BERLANGA DE DUERO
1708;Gerencia de Soria;170805;C.S. EL BURGO DE OSMA;C.L. GALAPAGARES
1708;Gerencia de Soria;170805;C.S. EL BURGO DE OSMA;C.L. REJAS DE UCERO
1708;Gerencia de Soria;170805;C.S. EL BURGO DE OSMA;C.L. VILLANUEVA DE GORMAZ
1708;Gerencia de Soria;170806;C.S. SAN ESTEBAN GORMAZ;C.L. INES
1708;Gerencia de Soria;170806;C.S. SAN ESTEBAN GORMAZ;C.L. MONTEJO DE TIERMES
1708;Gerencia de Soria;170806;C.S. SAN ESTEBAN GORMAZ;C.L. MORCUERA
1708;Gerencia de Soria;170806;C.S. SAN ESTEBAN GORMAZ;C.L. NOVIALES
1708;Gerencia de Soria;170806;C.S. SAN ESTEBAN GORMAZ;C.L. PIQUERA DE SAN ESTEBAN
1708;Gerencia de Soria;170806;C.S. SAN ESTEBAN GORMAZ;C.L. VELILLA DE SAN ESTEBAN
1708;Gerencia de Soria;170807;C.S. GOMARA;C.L. CAÑAMAQUE
1708;Gerencia de Soria;170810;C.S. SAN LEONARDO YAGÜE;C.L. MURIEL VIEJO
1708;Gerencia de Soria;170810;C.S. SAN LEONARDO YAGÜE;C.L. VADILLO
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. ABEJAR
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. CASTILFRIO
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. CIRUJALES DEL RIO
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. CUELLAR DE LA SIERRA
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. MARTIALAY
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. NODALO
1708;Gerencia de Soria;170811;C.S. SORIA RURAL;C.L. VILLAR DEL ALA
1708;Gerencia de Soria;170812;C.S. S.PEDRO MANRIQUE;C.L. NAVABELLIDA
1708;Gerencia de Soria;170812;C.S. S.PEDRO MANRIQUE;C.L. PALACIO DE SAN PEDRO
1708;Gerencia de Soria;170812;C.S. S.PEDRO MANRIQUE;C.L. VALLORIA
1709;Gerencia de Valladolid Oeste;170906;C.S. PLAZA DEL EJERCITO;C.S. PLAZA DEL EJERCITO
1709;Gerencia de Valladolid Oeste;170910;C.S. MAYORGA DE CAMPOS;C.L. CASTROBOL
1709;Gerencia de Valladolid Oeste;170910;C.S. MAYORGA DE CAMPOS;C.L. VILLALBA LOMA
1709;Gerencia de Valladolid Oeste;170919;C.S. PARQUE ALAMEDA-COVARESA;PINAR DE ANTEQUERA
1709;Gerencia de Valladolid Oeste;170920;C.S. TORDESILLAS;C.L. ROMAN DE HORNI.
1709;Gerencia de Valladolid Oeste;170920;C.S. TORDESILLAS;C.L. VELLIZA
1709;Gerencia de Valladolid Oeste;170920;C.S. TORDESILLAS;C.L. VILLAMARCIEL
1709;Gerencia de Valladolid Oeste;170926;C.S. VALLADOLID RURAL II;C.L. LA VEGA
1709;Gerencia de Valladolid Oeste;170926;C.S. VALLADOLID RURAL II;C.L. PEÑAFLOR DE HORNIJA
1709;Gerencia de Valladolid Oeste;170927;C.S. DELICIAS I;C.L. LA CISTERNIGA
1710;Gerencia de Valladolid Este;171001;C.S. BARRIO ESPAÑA;C.S. BARRIO ESPAÑA
1710;Gerencia de Valladolid Este;171002;C.S. ESGUEVILLAS;C.L. CANILLAS DE ESGUE.
1710;Gerencia de Valladolid Este;171002;C.S. ESGUEVILLAS;C.L. VILLANUEVA INFANT.
1710;Gerencia de Valladolid Este;171006;C.S. ISCAR;C.L. VILLAVERDE ISCAR
1710;Gerencia de Valladolid Este;171010;C.S. CIRCULAR;C.S. CIRCULAR
1710;Gerencia de Valladolid Este;171011;C.S. RONDILLA I;C.S. RONDILLA I
1710;Gerencia de Valladolid Este;171011;C.S. RONDILLA I;C.S. RONDILLA I (3 ZONAS, RONDILLA I, I
1710;Gerencia de Valladolid Este;171015;C.S. PEÑAFIEL;C.L. ALDEALBAR
1710;Gerencia de Valladolid Este;171015;C.S. PEÑAFIEL;C.L. MELIDA
1710;Gerencia de Valladolid Este;171017;C.S. SERRADA;C.L. MATAPOZUELOS
1710;Gerencia de Valladolid Este;171017;C.S. SERRADA;C.L. VILLANUEVA DUERO
1710;Gerencia de Valladolid Este;171020;C.S. OLMEDO;C.L. ALCAZAREN
1710;Gerencia de Valladolid Este;171020;C.S. OLMEDO;C.L. FUENTE OLMEDO
1710;Gerencia de Valladolid Este;171021;C.S. MEDINA CAMPO RURAL;C.L. FRESNO EL VIEJO
1710;Gerencia de Valladolid Este;171021;C.S. MEDINA CAMPO RURAL;C.L. RODILANA
1710;Gerencia de Valladolid Este;171021;C.S. MEDINA CAMPO RURAL;C.L. SAN VICENTE PALAC.
1710;Gerencia de Valladolid Este;171026;C.S. CIGALES;C.L. FUENSALDAÑA
1710;Gerencia de Valladolid Este;171026;C.S. CIGALES;C.L. VALORIA LA BUENA
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. ALCORCILLO
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. CEADEA
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. FONFRIA
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. MOVEROS
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. NUEZ
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. POBLADURA DE ALISTE
1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;C.L. VIÑAS DE ALISTE
1711;Gerencia de Zamora;171103;C.S. ALTA SANABRIA;C.L. CASTROMIL
1711;Gerencia de Zamora;171104;C.S. BENAVENTE NORTE;C.L. BRIME DE URZ
1711;Gerencia de Zamora;171105;C.S. BENAVENTE SUR;C.L. VILLANUEVA DE AZOAGUE
1711;Gerencia de Zamora;171105;C.S. BENAVENTE SUR;C.S. BENAVENTE SUR
1711;Gerencia de Zamora;171106;C.S. CAMARZANA DE TERA;C.L. OLLEROS DE TERA
1711;Gerencia de Zamora;171106;C.S. CAMARZANA DE TERA;C.L. SANTIBAÑEZ DE TERA
1711;Gerencia de Zamora;171106;C.S. CAMARZANA DE TERA;C.L. SITRAMA DE TERA
1711;Gerencia de Zamora;171107;C.S. VILLARRIN;C.L. VILLALBA DE LA LAMPREANA
1711;Gerencia de Zamora;171108;C.S. CARBAJALES DE ALBA;C.L. VIDE DE ALBA
1711;Gerencia de Zamora;171108;C.S. CARBAJALES DE ALBA;C.S. CARBAJALES DE ALBA
1711;Gerencia de Zamora;171109;C.S. MOMBUEY;C.L. RIONEGRO DEL PUENTE
1711;Gerencia de Zamora;171109;C.S. MOMBUEY;C.L. SEJAS DE SANABRIA
1711;Gerencia de Zamora;171110;C.S. CORRALES DEL VINO;C.L. PELEAS DE ABAJO
1711;Gerencia de Zamora;171113;C.S. LA GUAREÑA;C.L. ARGUJILLO
1711;Gerencia de Zamora;171113;C.S. LA GUAREÑA;C.L. VILLAESCUSA
1711;Gerencia de Zamora;171114;C.S. PUEBLA DE SANABRIA;C.L. COBREROS
1711;Gerencia de Zamora;171114;C.S. PUEBLA DE SANABRIA;C.L. ROSINOS DE LA REQUEJADA
1711;Gerencia de Zamora;171114;C.S. PUEBLA DE SANABRIA;C.L. VIGO DE SANABRIA
1711;Gerencia de Zamora;171114;C.S. PUEBLA DE SANABRIA;C.L. VILLAREJO DE LA SIERRA
1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;C.L. FRESNO DE SAYAGO
1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;C.L. MAMOLES
1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;C.L. TORREGAMONES
1711;Gerencia de Zamora;171116;C.S. TABARA;C.L. RIOFRIO DE ALISTE
1711;Gerencia de Zamora;171116;C.S. TABARA;C.L. S. PEDRO DE ZAMUDIA
1711;Gerencia de Zamora;171116;C.S. TABARA;C.L. STA. EULALIA DE TABARA
1711;Gerencia de Zamora;171117;C.S. TORO;C.L. ABEZAMES
1711;Gerencia de Zamora;171120;C.S. VIRGEN DE LA CONCHA;C.S. VIRGEN DE LA CONCHA
1711;Gerencia de Zamora;171121;C.S. ZAMORA NORTE;C.L. BENEGILES
1711;Gerencia de Zamora;171121;C.S. ZAMORA NORTE;C.L. LA HINIESTA
1711;Gerencia de Zamora;171121;C.S. ZAMORA NORTE;C.L. MOLACILLOS
1711;Gerencia de Zamora;171121;C.S. ZAMORA NORTE;C.L. MORERUELA DE LOS INFANZONES
1711;Gerencia de Zamora;171121;C.S. ZAMORA NORTE;C.L. SALTO DE VILLALACMPO
1711;Gerencia de Zamora;171122;C.S. ZAMORA SUR;C.L. BAMBA
1711;Gerencia de Zamora;171122;C.S. ZAMORA SUR;C.L. MALILLOS
1711;Gerencia de Zamora;171122;C.S. ZAMORA SUR;C.L. VILLARALBO
1701;Gerencia de Ávila;170102;C.S. AREVALO;C.L. CODORNIZ
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. CASASOLA
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. GALLEGOS
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. MINGORRIA
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.S. BARCO DE AVILA
1701;Gerencia de Ávila;170109;C.S. BURGOHONDO;C.L. SERRANILLOS
1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;C.L. CASAS DE SEBASTIAN PEREZ
1701;Gerencia de Ávila;170118;C.S. SAN PEDRO ARROYO;C.L. MORAÑUELA
1701;Gerencia de Ávila;170121;C.S. MUÑICO;C.L. BENITOS
1701;Gerencia de Ávila;170122;C.S. AVILA SUR ESTE;C.S. AVILA SUR ESTE
1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;C.L. HONTANGAS
1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;C.L. VENTOSILLA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. BARRIO DE DIAZ RUIZ
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. QUINTANABUREBA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. SOLDUENGO
1702;Gerencia de Burgos;170206;C.S. CRISTOBAL ACOSTA;C.S. CRISTOBAL ACOSTA
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. MANSILLA DE BURGOS
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. OLMOS DE ATAPUERTA
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. ZUMEL
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. CARDEÑADIJO
1701;Gerencia de Ávila;170101;C.S. ARENAS SAN PEDRO;C.L. ARENAL, EL
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. ALDEAVIEJA
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. FRESNO, EL
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. SANTA CRUZ DE PINARES
1701;Gerencia de Ávila;170105;C.S. AVILA RURAL;C.L. TOLBAÑOS
1701;Gerencia de Ávila;170106;C.S. LANZAHITA;C.L. MIJARES
1701;Gerencia de Ávila;170106;C.S. LANZAHITA;C.S. LANZAHITA
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. BOHOYO
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. NAVARREGADILLA
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. NAVATEJARES
1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;C.L. SANTIAGO DE ARAVALLE
1701;Gerencia de Ávila;170109;C.S. BURGOHONDO;C.L. SAN JUAN DEL MOLINILLO
1701;Gerencia de Ávila;170111;C.S. CEBREROS;C.S. CEBREROS
1701;Gerencia de Ávila;170112;C.S. FONTIVEROS;C.L. FLORES DE AVILA
1701;Gerencia de Ávila;170112;C.S. FONTIVEROS;C.L. RIVILLA DE BARAJAS
1701;Gerencia de Ávila;170112;C.S. FONTIVEROS;C.L. SALVADIOS
1701;Gerencia de Ávila;170112;C.S. FONTIVEROS;C.S. FONTIVEROS
1701;Gerencia de Ávila;170113;C.S. NAVARREDONDA GREDOS;C.L. CEPEDA LA MORA
1701;Gerencia de Ávila;170115;C.S. MADRIGAL DE LAS ALTAS TORRES;C.L. SAN ESTEBAN DE ZAPARDIEL
1701;Gerencia de Ávila;170116;C.S. MOMBELTRAN;C.L. SAN ESTEBAN DEL VALLE
1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;C.L. BECEDILLAS
1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;C.L. MERCADILLO
1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;C.L. PALACIOS DE CORNEJA
1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;C.L. VILLAR DE CORNEJA
1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;C.S. PIEDRAHITA
1701;Gerencia de Ávila;170119;C.S. SOTILLO DE ADRADA;C.L. NAVAHONDILLA
1701;Gerencia de Ávila;170120;C.S. MUÑANA;C.L. MENGAMUÑOZ
1701;Gerencia de Ávila;170120;C.S. MUÑANA;C.L. MUÑEZ
1701;Gerencia de Ávila;170120;C.S. MUÑANA;C.L. MUÑOGALINDO
1701;Gerencia de Ávila;170120;C.S. MUÑANA;C.L. SALOBRALEJO
1701;Gerencia de Ávila;170120;C.S. MUÑANA;C.L. SANTA MARIA DEL ARROYO
1701;Gerencia de Ávila;170120;C.S. MUÑANA;C.L. VILLATORO
1701;Gerencia de Ávila;170121;C.S. MUÑICO;C.L. BLASCOJIMENO
1701;Gerencia de Ávila;170121;C.S. MUÑICO;C.L. MIRUEÑA DE LOS INFANZONES
1701;Gerencia de Ávila;170121;C.S. MUÑICO;C.L. ORTIGOSA DE RIOALMAR
1701;Gerencia de Ávila;170121;C.S. MUÑICO;C.S. MUÑICO
1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;C.L. BAÑOS VALDEARAD
1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;C.L. CAMPILLO DE ARANDA
1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;C.L. SAN JUAN DEL MONTE
1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;C.L. ZUZONES
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.L. FRESNO DE RIO TIRON
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.L. PURAS DE VILLAFRANCA
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.L. REDECILLA DEL CAMINO
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.L. SAN MIGUEL
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.L. SAN PEDRO DEL MONTE
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.L. VILLALOMEZ
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.L. VILLAMBISTIA
1702;Gerencia de Burgos;170204;C.S. BELORADO;C.S. BELORADO
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. AGUILAR BUREBA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. BAÑUELOS DE BUREBA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. CALZADA DE BUREBA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. CASCAJARES DE BUREBA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. HERMOSILLA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. QUINTANA URRIA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. RUBLACEDO DE ARRIBA
1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;C.L. TERMINON
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. LERMILLA
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. MASA
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. QUINTANILLA DEL MONTE
1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;C.L. ROS
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. ARENILLAS DE MUÑO
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. COGOLLOS
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. HORMAZA
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. HORNILLOS DEL CAMINO
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. MAZUELO DE MUÑO
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. MEDINILLA DE LA DEHESA
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. QUINTANILLA CABRERA
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. SAN ADRIAN DE JUARROS
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. VILLAFUERTES
1702;Gerencia de Burgos;170209;C.S. BURGOS RURAL SUR;C.L. VILLAMIEL DE LA SIERRA
1702;Gerencia de Burgos;170210;C.S. CONDADO DE TREVIÑO;C.L. PUEBLA DE ARGANZON, LA
1702;Gerencia de Burgos;170211;C.S. ESPINOSA MONTEROS;C.L. QUINTANILLA DEL REBOLLAR
1702;Gerencia de Burgos;170212;C.S. GAMONAL ANTIGUA;C.S. GAMONAL ANTIGUA
1702;Gerencia de Burgos;170215;C.S. HUERTA DE REY;C.L. DOÑA SANTOS
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. FONTIOSO
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. MECERREYES
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. OQUILLAS
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. QUINTANILLA DE LA MATA
1702;Gerencia de Burgos;170216;C.S. LERMA;C.L. SANTA CECILIA
1702;Gerencia de Burgos;170219;C.S. MEDINA DE POMAR;C.L. EXTRAMIANA
1702;Gerencia de Burgos;170220;C.S. MELGAR FERNAMENTAL;C.L. HINOJAL DE RIOPISUERGA
1702;Gerencia de Burgos;170221;C.S. MIRANDA ESTE;AMEYUGO
1702;Gerencia de Burgos;170221;C.S. MIRANDA ESTE;C.L. GUINICIO
1702;Gerencia de Burgos;170223;C.S. PAMPLIEGA;C.L. VILLAMEDIANILLA
