NOMBRE GERENCIA;CÓDIGO ZONA;NOMBRE ZONA;NOMBRE CENTRO SALUD;MUNICIPIO;PAC
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;GALLEGA (LA);P.A.C. Salas Los Infantes
G.A.S. SEGOVIA;170705;SIERRA LA;C.S. NAVAFRIA;GALLEGOS;P.A.C. Navafría
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;GALLEGOS DE ALTAMIROS;P.A.C. Ávila Rural
G.A.P. SALAMANCA;170610;FUENTES DE OÑORO;C.S. FUENTES DE OÑORO;GALLEGOS DE ARGAÑAN;P.A.C. Fuentes De Oñoro
G.A.P. VALLADOLID OESTE;170914;MOTA DEL MARQUES;C.S. MOTA DEL MARQUES;GALLEGOS DE HORNIJA;P.A.C. Mota Del Marqués
G.A.S. AVILA;170121;MUÑICO;C.S. MUÑICO;GALLEGOS DE SOBRINOS;P.A.C. Muñico
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;GALLEGOS DE SOLMIRON;P.A.C. Guijuelo
G.A.S. ZAMORA;171121;ZAMORA NORTE;C.S. ZAMORA NORTE;GALLEGOS DEL PAN;P.A.C. Zamora Integrado
G.A.S. ZAMORA;171102;ALISTE;C.S. ALCAÑICES;GALLEGOS DEL RIO;P.A.C. Alcañices
G.A.S. ZAMORA;171115;SAYAGO;C.S. BERMILLO DE SAYAGO;GAMONES;P.A.C. Bermillo De Sayago
G.A.P. SALAMANCA;170620;MIRANDA DEL CASTAÑAR;C.S. MIRANDA DEL CASTAÑAR;GARCIBUEY;P.A.C. Miranda Del Castañar
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;GARCIHERNANDEZ;P.A.C. Alba De Tormes
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;GARCILLAN;P.A.C. Segovia Rural
G.A.S. AVILA;170113;GREDOS;C.S. NAVARREDONDA GREDOS;GARGANTA DEL VILLAR;P.A.C. Navarredonda Gredos
G.A.P. LEON;170312;LEON I - ERAS DE RENUEVA;C.S. ERAS DE RENUEVA;GARRAFE DE TORIO;P.A.C. Eras De Renueva
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;GARRAY;P.A.C. Soria Rural Norte Y Sur
G.A.P. VALLADOLID OESTE;170925;VILLALON DE CAMPOS;C.S. VILLALON DE CAMPOS;GATON DE CAMPOS;P.A.C. Villalón De Campos
G.A.S. AVILA;170106;LANZAHITA;C.S. LANZAHITA;GAVILANES;P.A.C. Lanzahíta
G.A.P. SALAMANCA;170616;LEDESMA;C.S. LEDESMA;GEJUELO DEL BARRO;P.A.C. Ledesma
G.A.S. ZAMORA;171122;ZAMORA SUR;C.S. ZAMORA SUR;GEMA;P.A.C. Zamora Integrado
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;GEMUÑO;P.A.C. Ávila Rural
G.A.P. VALLADOLID OESTE;170916;PISUERGA;C.S. PISUERGA;GERIA;P.A.C. Pisuerga
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;GIL GARCIA;P.A.C. Barco de Ávila
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;GILBUENA;P.A.C. Barco de Ávila
G.A.S. AVILA;170112;FONTIVEROS;C.S. FONTIVEROS;GIMIALCON;P.A.C. Fontiveros
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;GOLMAYO;P.A.C. Soria Rural Norte Y Sur
G.A.P. SALAMANCA;170623;PERIURBANA SUR;C.S. PERIURBANO SUR;GOLPEJAS;P.A.C. Periurbano Sur
G.A.S. SORIA;170807;GOMARA;C.S. GOMARA;GOMARA;P.A.C. Gómara
G.A.P. SALAMANCA;170621;PEDROSILLO EL RALO;C.S. PEDROSILLO EL RALO;GOMECELLO;P.A.C. Pedrosillo El Ralo
G.A.S. SEGOVIA;170703;CUELLAR;C.S. CUELLAR;GOMEZSERRACIN;P.A.C. Cuellar
G.A.P. LEON;170323;SAHAGUN DE CAMPOS;C.S. SAHAGUN CAMPOS;GORDALIZA DEL PINO;P.A.C. Sahagún Campos
G.A.P. LEON;170326;VALDERAS;C.S. VALDERAS;GORDONCILLO;P.A.C. Valderas
G.A.S. SORIA;170805;BURGO DE OSMA;C.S. EL BURGO DE OSMA;GORMAZ;P.A.C. El Burgo De Osma
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;GOTARRENDURA;P.A.C. Ávila Rural
G.A.P. LEON;170321;RIBERA DEL ESLA;C.S. RIBERA DEL ESLA;GRADEFES;P.A.C. Ribera Del Esla
G.A.P. LEON;170323;SAHAGUN DE CAMPOS;C.S. SAHAGUN CAMPOS;GRAJAL DE CAMPOS;P.A.C. Sahagún Campos
G.A.S. SEGOVIA;170712;SEPULVEDA;C.S. SEPULVEDA;GRAJERA;P.A.C. Sepúlveda
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;GRANDES Y SAN MARTIN;P.A.C. San Pedro Arroyo
G.A.S. ZAMORA;171107;CAMPOS LAMPREANA;C.S. VILLARRIN;GRANJA DE MORERUELA;P.A.C. Villarrín
G.A.S. ZAMORA;171118;VIDRIALES;C.S. SANTIBAÑEZ VIDRIAL;GRANUCILLO;P.A.C. Santibañez Vidriales
G.A.P. BURGOS;170233;VILLADIEGO;C.S. VILLADIEGO;GRIJALBA;P.A.C. Villadiego
G.A.S. PALENCIA;170511;PALENCIA RURAL;C.S. PALENCIA RURAL;GRIJOTA;P.A.C. Palencia
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;GRISALEÑA;P.A.C. Briviesca
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;GUADRAMIRO;P.A.C. Vitigudino
G.A.S. PALENCIA;170506;GUARDO;C.S. GUARDO;GUARDO;P.A.C. Guardo
G.A.S. ZAMORA;171113;GUAREÑA;C.S. LA GUAREÑA;GUARRATE;P.A.C. La Guareña
G.A.S. PALENCIA;170518;VILLARRAMIEL;C.S. VILLARRAMIEL;GUAZA DE CAMPOS;P.A.C. Villarramiel
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;GUIJO DE AVILA;P.A.C. Guijuelo
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;GUIJUELO;P.A.C. Guijuelo
G.A.S. AVILA;170101;ARENAS DE SAN PEDRO;C.S. ARENAS SAN PEDRO;GUISANDO;P.A.C. Arenas San Pedro
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;GUMIEL DE IZAN;P.A.C. Aranda
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;GUMIEL DE MERCADO;P.A.C. Aranda
G.A.P. LEON;170318;MANSILLA DE LAS MULAS;C.S. MANSILLA MULAS;GUSENDOS DE LOS OTEROS;P.A.C. Mansilla Mulas
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;GUTIERRE-MUÑOZ;P.A.C. Arévalo
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;HACINAS;P.A.C. Salas Los Infantes
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;HAZA;P.A.C. Roa De Duero
G.A.P. SALAMANCA;170626;ROBLEDA;C.S. ROBLEDA;HERGUIJUELA DE CIUDAD RODRIGO;P.A.C. Robleda
G.A.P. SALAMANCA;170620;MIRANDA DEL CASTAÑAR;C.S. MIRANDA DEL CASTAÑAR;HERGUIJUELA DE LA SIERRA;P.A.C. Miranda Del Castañar
G.A.P. SALAMANCA;170617;LINARES DE RIOFRIO;C.S. LINARES DE RIOFRIO;HERGUIJUELA DEL CAMPO;P.A.C. Linares De Riofrío
G.A.S. PALENCIA;170502;BALTANAS;C.S. BALTANAS;HERMEDES DE CERRATO;P.A.C. Baltanás
G.A.S. ZAMORA;171103;ALTA SANABRIA;C.S. ALTA SANABRIA;HERMISENDE;P.A.C. Alta Sanabria
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;HERNANSANCHO;P.A.C. Ávila Rural
G.A.S. AVILA;170105;AVILA RURAL;C.S. AVILA RURAL;HERRADON DE PINARES;P.A.C. Ávila Rural
G.A.S. PALENCIA;170507;HERRERA DE PISUERGA;C.S. HERRERA DE PISUERGA;HERRERA DE PISUERGA;P.A.C. Herrera De Pisuerga
G.A.S. SORIA;170810;SAN LEONARDO DE YAGUE;C.S. SAN LEONARDO YAGÜE;HERRERA DE SORIA;P.A.C. San Leonardo Yagüe
G.A.S. PALENCIA;170516;TORQUEMADA;C.S. TORQUEMADA;HERRERA DE VALDECAÑAS;P.A.C. Torquemada
G.A.S. AVILA;170118;SAN PEDRO DEL ARROYO;C.S. SAN PEDRO ARROYO;HERREROS DE SUSO;P.A.C. San Pedro Arroyo
G.A.P. VALLADOLID OESTE;170925;VILLALON DE CAMPOS;C.S. VILLALON DE CAMPOS;HERRIN DE CAMPOS;P.A.C. Villalón De Campos
G.A.S. AVILA;170119;SOTILLO DE LA ADRADA;C.S. SOTILLO DE ADRADA;HIGUERA DE LAS DUEÑAS;P.A.C. Sotillo De Adrada
G.A.S. AVILA;170120;MUÑANA;C.S. MUÑANA;HIJA DE DIOS (LA);P.A.C. Muñana
G.A.S. ZAMORA;171121;ZAMORA NORTE;C.S. ZAMORA NORTE;HINIESTA (LA);P.A.C. Zamora Integrado
G.A.P. SALAMANCA;170618;LUMBRALES;C.S. LUMBRALES;HINOJOSA DE DUERO;P.A.C. Lumbrales
G.A.S. SORIA;170808;OLVEGA;C.S. OLVEGA;HINOJOSA DEL CAMPO;P.A.C. Olvega
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;HONRUBIA DE LA CUESTA;P.A.C. Aranda
G.A.S. SEGOVIA;170704;FUENTESAUCO DE FUENTIDUEÑA;C.S. FUENTESAUCO;HONTALBILLA;P.A.C. Fuentesauco
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;HONTANARES DE ERESMA;P.A.C. Segovia Rural
G.A.P. BURGOS;170220;MELGAR DE FERNAMENTAL;C.S. MELGAR FERNAMENTAL;HONTANAS;P.A.C. Melgar Fernamental
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;HONTANGAS;P.A.C. Aranda
G.A.S. PALENCIA;170517;VENTA DE BAÑOS;C.S. VENTA DE BAÑOS;HONTORIA DE CERRATO;P.A.C. Venta De Baños
G.A.P. BURGOS;170202;ARANDA DE DUERO RURAL;C.S. ARANDA RURAL;HONTORIA DE VALDEARADOS;P.A.C. Aranda
G.A.S. SORIA;170810;SAN LEONARDO DE YAGUE;C.S. SAN LEONARDO YAGÜE;HONTORIA DEL PINAR;P.A.C. San Leonardo Yagüe
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;HORCAJADA (LA);P.A.C. Barco de Ávila
G.A.S. AVILA;170115;MADRIGAL DE LAS ALTAS TORRES;C.S. MADRIGAL DE LAS ALTAS TORRES;HORCAJO DE LAS TORRES;P.A.C. Madrigal De Las Altas Torres
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;HORCAJO DE MONTEMAYOR;P.A.C. Bejar
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;HORCAJO MEDIANERO;P.A.C. Alba De Tormes
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;HORMAZAS (LAS);P.A.C. Briviesca
G.A.P. BURGOS;170233;VILLADIEGO;C.S. VILLADIEGO;HORMAZAS (LAS);P.A.C. Villadiego
G.A.S. AVILA;170101;ARENAS DE SAN PEDRO;C.S. ARENAS SAN PEDRO;HORNILLO (EL);P.A.C. Arenas San Pedro
G.A.S. PALENCIA;170516;TORQUEMADA;C.S. TORQUEMADA;HORNILLOS DE CERRATO;P.A.C. Torquemada
G.A.P. VALLADOLID ESTE;171020;OLMEDO;C.S. OLMEDO;HORNILLOS DE ERESMA;P.A.C. Olmedo
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;HORNILLOS DEL CAMINO;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;HORRA (LA);P.A.C. Roa De Duero
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;HORTIGÜELA;P.A.C. Salas Los Infantes
G.A.P. LEON;170322;RIBERA DEL ORBIGO;C.S. RIBERA DEL ORBIGO;HOSPITAL DE ORBIGO;P.A.C. Ribera Del Órbigo
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;HOYA (LA);P.A.C. Bejar
G.A.P. BURGOS;170225;ROA DE DUERO;C.S. ROA DE DUERO;HOYALES DE ROA;P.A.C. Roa De Duero
G.A.S. AVILA;170111;CEBREROS;C.S. CEBREROS;HOYO DE PINARES (EL);P.A.C. Cebreros
G.A.S. AVILA;170109;BURGOHONDO;C.S. BURGOHONDO;HOYOCASERO;P.A.C. Burgohondo
G.A.S. AVILA;170117;PIEDRAHITA;C.S. PIEDRAHITA;HOYORREDONDO;P.A.C. Piedrahita
G.A.S. AVILA;170113;GREDOS;C.S. NAVARREDONDA GREDOS;HOYOS DE MIGUEL MUÑOZ;P.A.C. Navarredonda Gredos
G.A.S. AVILA;170113;GREDOS;C.S. NAVARREDONDA GREDOS;HOYOS DEL COLLADO;P.A.C. Navarredonda Gredos
G.A.S. AVILA;170113;GREDOS;C.S. NAVARREDONDA GREDOS;HOYOS DEL ESPINO;P.A.C. Navarredonda Gredos
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;HUERMECES;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;HUERTA DE ARRIBA;P.A.C. Salas Los Infantes
G.A.P. BURGOS;170215;HUERTA DEL REY;C.S. HUERTA DE REY;HUERTA DE REY;P.A.C. Huerta De Rey
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;HUERTOS (LOS);P.A.C. Segovia Rural
G.A.P. BURGOS;170233;VILLADIEGO;C.S. VILLADIEGO;HUMADA;P.A.C. Villadiego
G.A.P. BURGOS;170208;BURGOS RURAL NORTE;C.S. BURGOS RURAL NORTE;HURONES;P.A.C. Burgos Rural Norte Sur
G.A.S. AVILA;170121;MUÑICO;C.S. MUÑICO;HURTUMPASCUAL;P.A.C. Muñico
G.A.S. PALENCIA;170511;PALENCIA RURAL;C.S. PALENCIA RURAL;HUSILLOS;P.A.C. Palencia
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;IBEAS DE JUARROS;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170204;BELORADO;C.S. BELORADO;IBRILLOS;P.A.C. Belorado
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;IGLESIARRUBIA;P.A.C. Lerma
G.A.P. BURGOS;170223;PAMPLIEGA;C.S. PAMPLIEGA;IGLESIAS;P.A.C. Pampliega
G.A.S. EL BIERZO;170401;BEMBIBRE;C.S. BEMBIBRE;IGÜEÑA;P.A.C. Bembibre (4)
G.A.P. SALAMANCA;170634;VITIGUDINO;C.S. VITIGUDINO;IRUELOS;P.A.C. Vitigudino
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;ISAR;P.A.C. Burgos Rural Norte Sur
G.A.P. VALLADOLID ESTE;171006;ISCAR;C.S. ISCAR;ISCAR;P.A.C. Íscar
G.A.S. PALENCIA;170505;FROMISTA;C.S. FROMISTA;ITERO DE LA VEGA;P.A.C. Frómista
G.A.S. PALENCIA;170505;FROMISTA;C.S. FROMISTA;ITERO DEL CASTILLO;P.A.C. Frómista
G.A.P. SALAMANCA;170609;FUENTEGUINALDO;C.S. FUENTEGUINALDO;ITUERO DE AZABA;P.A.C. Fuenteguinaldo
G.A.S. SEGOVIA;170713;VILLACASTIN;C.S. VILLACASTIN;ITUERO Y LAMA;P.A.C. Villacastín
G.A.P. VALLADOLID OESTE;170910;MAYORGA;C.S. MAYORGA DE CAMPOS;IZAGRE;P.A.C. Mayorga De Campos
G.A.S. ZAMORA;171110;CORRALES DEL VINO;C.S. CORRALES DEL VINO;JAMBRINA;P.A.C. Corrales Del Vino
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;JARAMILLO DE LA FUENTE;P.A.C. Salas Los Infantes
G.A.P. LEON;170323;SAHAGUN DE CAMPOS;C.S. SAHAGUN CAMPOS;JOARILLA DE LAS MATAS;P.A.C. Sahagún Campos
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;JUARROS DE RIOMOROS;P.A.C. Segovia Rural
G.A.S. SEGOVIA;170706;NAVA DE LA ASUNCION;C.S. NAVA DE LA ASUNCION;JUARROS DE VOLTOYA;P.A.C. Nava De La Asunción
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;JUNCIANA;P.A.C. Barco de Ávila
G.A.P. BURGOS;170211;ESPINOSA DE LOS MONTEROS;C.S. ESPINOSA MONTEROS;JUNTA DE TRASLALOMA;P.A.C. Espinosa Monteros
G.A.P. BURGOS;170230;VALLE DE LOSA;C.S. VALLE DE LOSA;JUNTA DE VILLALBA DE LOSA;P.A.C. Valle De Losa
G.A.S. ZAMORA;171109;CARBALLEDA;C.S. MOMBUEY;JUSTEL;P.A.C. Mombuey
G.A.P. SALAMANCA;170622;PERIURBANA NORTE;C.S. PERIURBANA NORTE;JUZBADO;P.A.C. Periurbana Norte
G.A.S. SEGOVIA;170713;VILLACASTIN;C.S. VILLACASTIN;LABAJOS;P.A.C. Villacastín
G.A.S. PALENCIA;170519;VILLADA;C.S. VILLADA;LAGARTOS;P.A.C. Villada
G.A.P. LEON;170325;SANTA MARIA DEL PARAMO;C.S. STA. MARIA PARAMO;LAGUNA DALGA;P.A.C. Sta. María Páramo
G.A.S. SEGOVIA;170716;SACRAMENIA;C.S. SACRAMENIA;LAGUNA DE CONTRERAS;P.A.C. Sacramenia
G.A.P. VALLADOLID OESTE;170909;LAGUNA DE DUERO;C.S. LAGUNA DE DUERO;LAGUNA DE DUERO;P.A.C. Laguna De Duero
G.A.P. LEON;170325;SANTA MARIA DEL PARAMO;C.S. STA. MARIA PARAMO;LAGUNA DE NEGRILLOS;P.A.C. Sta. María Páramo
G.A.P. SALAMANCA;170603;BEJAR;C.S. BEJAR;LAGUNILLA;P.A.C. Bejar
G.A.S. AVILA;170102;AREVALO;C.S. AREVALO;LANGA;P.A.C. Arévalo
G.A.S. SORIA;170806;SAN ESTEBAN DE GORMAZ;C.S. SAN ESTEBAN GORMAZ;LANGA DE DUERO;P.A.C. San Esteban Gormaz
G.A.P. VALLADOLID ESTE;171015;PEÑAFIEL;C.S. PEÑAFIEL;LANGAYO;P.A.C. Peñafiel
G.A.S. SEGOVIA;170707;RIAZA;C.S. RIAZA;LANGUILLA;P.A.C. Riaza
G.A.S. PALENCIA;170510;OSORNO;C.S. OSORNO;LANTADILLA;P.A.C. Osorno
G.A.S. AVILA;170106;LANZAHITA;C.S. LANZAHITA;LANZAHITA;P.A.C. Lanzahíta
G.A.P. SALAMANCA;170601;ALBA DE TORMES;C.S. ALBA DE TORMES;LARRODRIGO;P.A.C. Alba De Tormes
G.A.S. SEGOVIA;170702;CARBONERO EL MAYOR;C.S. CARBONERO EL MAYOR;LASTRAS DE CUELLAR;P.A.C. Carbonero El Mayor
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;LASTRAS DEL POZO;P.A.C. Segovia Rural
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;LASTRILLA (LA);P.A.C. Segovia Rural
G.A.P. SALAMANCA;170616;LEDESMA;C.S. LEDESMA;LEDESMA;P.A.C. Ledesma
G.A.S. PALENCIA;170519;VILLADA;C.S. VILLADA;LEDIGOS;P.A.C. Villada
G.A.P. SALAMANCA;170613;GUIJUELO;C.S. GUIJUELO;LEDRADA;P.A.C. Guijuelo
G.A.P. LEON;170317;LEON VI - JOSE AGUADO II;C.S. JOSE AGUADO II;LEON;P.A.C. José Aguado
G.A.P. LEON;170315;LEON IV EL CRUCERO;C.S. CRUCERO;LEON;P.A.C. Eras De Renueva
G.A.P. LEON;170312;LEON I - ERAS DE RENUEVA;C.S. ERAS DE RENUEVA;LEON;P.A.C. Eras De Renueva
G.A.P. LEON;170313;LEON II - PALOMERA;C.S. LA PALOMERA;LEON;P.A.C. José Aguado
G.A.P. LEON;170316;LEON V;C.S. JOSE AGUADO I;LEON;P.A.C. José Aguado
G.A.P. LEON;170301;ARMUNIA;C.S. ARMUNIA;LEON;P.A.C. Armunia
G.A.P. LEON;170314;LEON III LA CONDESA;C.S. CONDESA;LEON;P.A.C. Eras De Renueva
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;LERMA;P.A.C. Lerma
G.A.S. SORIA;170806;SAN ESTEBAN DE GORMAZ;C.S. SAN ESTEBAN GORMAZ;LICERAS;P.A.C. San Esteban Gormaz
G.A.P. SALAMANCA;170617;LINARES DE RIOFRIO;C.S. LINARES DE RIOFRIO;LINARES DE RIOFRIO;P.A.C. Linares De Riofrío
G.A.P. LEON;170322;RIBERA DEL ORBIGO;C.S. RIBERA DEL ORBIGO;LLAMAS DE LA RIBERA;P.A.C. Ribera Del Órbigo
G.A.P. BURGOS;170205;BRIVIESCA;C.S. BRIVIESCA;LLANO DE BUREBA;P.A.C. Briviesca
G.A.P. VALLADOLID ESTE;171020;OLMEDO;C.S. OLMEDO;LLANO DE OLMEDO;P.A.C. Olmedo
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;LLANOS DE TORMES (LOS);P.A.C. Barco de Ávila
G.A.S. PALENCIA;170503;CARRION DE LOS CONDES;C.S. CARRION DE LOS CONDES;LOMA DE UCIEZA;P.A.C. Carrión De Los Condes
G.A.S. PALENCIA;170503;CARRION DE LOS CONDES;C.S. CARRION DE LOS CONDES;LOMAS;P.A.C. Carrión De Los Condes
G.A.P. VALLADOLID ESTE;171021;MEDINA DEL CAMPO RURAL;C.S. MEDINA CAMPO RURAL;LOMOVIEJO;P.A.C. Medina
G.A.S. SEGOVIA;170711;SEGOVIA RURAL;C.S. SEGOVIA RURAL;LOSA (LA);P.A.C. Segovia Rural
G.A.S. ZAMORA;171108;CARBAJALES;C.S. CARBAJALES DE ALBA;LOSACINO;P.A.C. Carbajales De Alba
G.A.S. ZAMORA;171108;CARBAJALES;C.S. CARBAJALES DE ALBA;LOSACIO;P.A.C. Carbajales De Alba
G.A.S. AVILA;170108;BARCO DE AVILA EL;C.S. BARCO DE AVILA;LOSAR DEL BARCO (EL);P.A.C. Barco de Ávila
G.A.S. SORIA;170811;SORIA RURAL;C.S. SORIA RURAL;LOSILLA (LA);P.A.C. Soria Rural Norte Y Sur
G.A.S. ZAMORA;171103;ALTA SANABRIA;C.S. ALTA SANABRIA;LUBIAN;P.A.C. Alta Sanabria
G.A.P. LEON;170303;ASTORGA II;C.S. ASTORGA II;LUCILLO;P.A.C. Astorga
G.A.S. ZAMORA;171115;SAYAGO;C.S. BERMILLO DE SAYAGO;LUELMO;P.A.C. Bermillo De Sayago
G.A.P. SALAMANCA;170618;LUMBRALES;C.S. LUMBRALES;LUMBRALES;P.A.C. Lumbrales
G.A.P. LEON;170303;ASTORGA II;C.S. ASTORGA II;LUYEGO;P.A.C. Astorga
G.A.P. SALAMANCA;170628;SANTA MARTA DE TORMES;C.S. SANTA MARTA DE TORMES;MACHACON;P.A.C. Santa Marta De Tormes
G.A.P. SALAMANCA;170624;PEÑARANDA DE BRACAMONTE;C.S. PEÑARANDA;MACOTERA;P.A.C. Peñaranda
G.A.S. ZAMORA;171113;GUAREÑA;C.S. LA GUAREÑA;MADERAL (EL);P.A.C. La Guareña
G.A.S. SEGOVIA;170707;RIAZA;C.S. RIAZA;MADERUELO;P.A.C. Riaza
G.A.S. ZAMORA;171122;ZAMORA SUR;C.S. ZAMORA SUR;MADRIDANOS;P.A.C. Zamora Integrado
G.A.S. AVILA;170115;MADRIGAL DE LAS ALTAS TORRES;C.S. MADRIGAL DE LAS ALTAS TORRES;MADRIGAL DE LAS ALTAS TORRES;P.A.C. Madrigal De Las Altas Torres
G.A.P. BURGOS;170209;BURGOS RURAL SUR;C.S. BURGOS RURAL SUR;MADRIGAL DEL MONTE;P.A.C. Burgos Rural Norte Sur
G.A.P. BURGOS;170216;LERMA;C.S. LERMA;MADRIGALEJO DEL MONTE;P.A.C. Lerma
G.A.P. SALAMANCA;170620;MIRANDA DEL CASTAÑAR;C.S. MIRANDA DEL CASTAÑAR;MADROÑAL;P.A.C. Miranda Del Castañar
G.A.S. SEGOVIA;170713;VILLACASTIN;C.S. VILLACASTIN;MAELLO;P.A.C. Villacastín
G.A.S. SORIA;170801;AGREDA;C.S. AGREDA;MAGAÑA;P.A.C. Ágreda
G.A.P. LEON;170303;ASTORGA II;C.S. ASTORGA II;MAGAZ DE CEPEDA;P.A.C. Astorga
G.A.S. PALENCIA;170511;PALENCIA RURAL;C.S. PALENCIA RURAL;MAGAZ DE PISUERGA;P.A.C. Palencia
G.A.S. ZAMORA;171102;ALISTE;C.S. ALCAÑICES;MAHIDE;P.A.C. Alcañices
G.A.P. SALAMANCA;170615;ALBERCA LA;C.S. LA ALBERCA;MAILLO (EL);P.A.C. La Alberca
G.A.S. ZAMORA;171104;BENAVENTE NORTE;C.S. BENAVENTE NORTE;MAIRE DE CASTROPONCE;P.A.C. Benavente
G.A.S. SORIA;170807;GOMARA;C.S. GOMARA;MAJAN;P.A.C. Gómara
G.A.P. SALAMANCA;170624;PEÑARANDA DE BRACAMONTE;C.S. PEÑARANDA;MALPARTIDA;P.A.C. Peñaranda
G.A.S. AVILA;170117;PIEDRAHITA;C.S. PIEDRAHITA;MALPARTIDA DE CORNEJA;P.A.C. Piedrahita
G.A.S. ZAMORA;171117;TORO;C.S. TORO;MALVA;P.A.C. Toro
G.A.S. AVILA;170115;MADRIGAL DE LAS ALTAS TORRES;C.S. MADRIGAL DE LAS ALTAS TORRES;MAMBLAS;P.A.C. Madrigal De Las Altas Torres
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;MAMBRILLAS DE LARA;P.A.C. Salas Los Infantes
G.A.P. BURGOS;170226;SALAS DE LOS INFANTES;C.S. SALAS LOS INFANTES;MAMOLAR;P.A.C. Salas Los Infantes
G.A.P. SALAMANCA;170624;PEÑARANDA DE BRACAMONTE;C.S. PEÑARANDA;MANCERA DE ABAJO;P.A.C. Peñaranda
G.A.S. AVILA;170121;MUÑICO;C.S. MUÑICO;MANCERA DE ARRIBA;P.A.C. Muñico
G.A.P. BURGOS;170233;VILLADIEGO;C.S. VILLADIEGO;MANCILES;P.A.C. Villadiego
G.A.S. ZAMORA;171107;CAMPOS LAMPREANA;C.S. VILLARRIN;MANGANESES DE LA LAMPREANA;P.A.C. Villarrín
G.A.S. ZAMORA;171104;BENAVENTE NORTE;C.S. BENAVENTE NORTE;MANGANESES DE LA POLVOROSA;P.A.C. Benavente
G.A.S. AVILA;170121;MUÑICO;C.S. MUÑICO;MANJABALAGO;P.A.C. Muñico
